GeneID	InterPro
FUN_006373	IPR000727 Target SNARE coiled-coil homology domain;IPR010989 SNARE;IPR019529 SNARE-complex protein Syntaxin-18, N-terminal
FUN_006374	IPR003604 Matrin/U1-C-like, C2H2-type zinc finger;IPR013087 Zinc finger C2H2-type;IPR036236 Zinc finger C2H2 superfamily
FUN_006375	IPR001650 Helicase, C-terminal;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006376	
FUN_006377	
FUN_006378	IPR001841 Zinc finger, RING-type;IPR013083 Zinc finger, RING/FYVE/PHD-type
FUN_006379	
FUN_006380	IPR013761 Sterile alpha motif/pointed domain superfamily
FUN_006381	
FUN_006382	IPR017499 Protein Thf1
FUN_006383	
FUN_006384	IPR001214 SET domain
FUN_006385	IPR013951 Histone deacetylation protein Rxt3
FUN_006386	IPR013246 SAGA complex, Sgf11 subunit
FUN_006387	
FUN_006388	
FUN_006389	IPR003593 AAA+ ATPase domain;IPR013765 DNA recombination and repair protein RecA;IPR020584 DNA recombination/repair protein RecA, conserved site;IPR020587 DNA recombination and repair protein RecA, monomer-monomer interface;IPR020588 DNA recombination and repair protein RecA-like, ATP-binding domain;IPR023400 DNA recombination and repair protein RecA, C-terminal;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006390	IPR000555 JAB1/MPN/MOV34 metalloenzyme domain;IPR037518 MPN domain;IPR040961 Cop9 signalosome subunit 5 C-terminal domain
FUN_006391	
FUN_006392	IPR032752 DC-UbP/UBTD2, N-terminal domain;IPR038169 DC-UbP/UBTD2, N-terminal domain superfamily
FUN_006393	
FUN_006394	
FUN_006395	IPR002775 DNA/RNA-binding protein Alba-like;IPR014560 Uncharacterised conserved protein UCP030333, DNA/RNA-binding Alba-related;IPR036882 Alba-like domain superfamily
FUN_006396	IPR001948 Peptidase M18
FUN_006397	
FUN_006398	
FUN_006399	
FUN_006400	
FUN_006401	IPR001841 Zinc finger, RING-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR017907 Zinc finger, RING-type, conserved site
FUN_006402	IPR001594 Palmitoyltransferase, DHHC domain
FUN_006403	IPR003406 Glycosyl transferase, family 14
FUN_006404	IPR003406 Glycosyl transferase, family 14
FUN_006405	IPR036872 CH domain superfamily
FUN_006406	IPR001005 SANT/Myb domain;IPR032563 DAMP1, SANT/Myb-like domain
FUN_006407	IPR002314 Aminoacyl-tRNA synthetase, class II (G/ P/ S/T);IPR002316 Proline-tRNA ligase, class IIa;IPR004046 Glutathione S-transferase, C-terminal;IPR004154 Anticodon-binding;IPR004499 Proline-tRNA ligase, class IIa, archaeal-type;IPR006195 Aminoacyl-tRNA synthetase, class II;IPR010987 Glutathione S-transferase, C-terminal-like;IPR016061 Proline-tRNA ligase, class II, C-terminal;IPR017449 Prolyl-tRNA synthetase, class II;IPR033721 Prolyl-tRNA synthetase, catalytic domain;IPR036282 Glutathione S-transferase, C-terminal domain superfamily;IPR036621 Anticodon-binding domain superfamily
FUN_006408	IPR006076 FAD dependent oxidoreductase;IPR036188 FAD/NAD(P)-binding domain superfamily
FUN_006409	IPR005805 Rieske iron-sulphur protein, C-terminal;IPR017941 Rieske [2Fe-2S] iron-sulphur domain;IPR036922 Rieske [2Fe-2S] iron-sulphur domain superfamily
FUN_006410	IPR003782 Copper chaperone SCO1/SenC;IPR036249 Thioredoxin-like superfamily
FUN_006411	IPR001075 NIF system FeS cluster assembly, NifU, C-terminal;IPR034904 Fe-S cluster assembly domain superfamily;IPR035901 GIY-YIG endonuclease superfamily
FUN_006412	IPR003582 ShKT domain
FUN_006413	IPR001163 Sm domain, eukaryotic/archaea-type;IPR010920 LSM domain superfamily;IPR033871 Sm-like protein LSm5
FUN_006414	IPR006634 TRAM/LAG1/CLN8 homology domain
FUN_006415	IPR006977 Yip1 domain
FUN_006416	IPR006626 Parallel beta-helix repeat;IPR011050 Pectin lyase fold/virulence factor;IPR012334 Pectin lyase fold
FUN_006417	IPR001251 CRAL-TRIO lipid binding domain;IPR036865 CRAL-TRIO lipid binding domain superfamily
FUN_006418	
FUN_006419	IPR006840 Glutathione-specific gamma-glutamylcyclotransferase;IPR013024 Gamma-glutamyl cyclotransferase-like;IPR036568 Gamma-glutamyl cyclotransferase-like superfamily
FUN_006420	IPR013830 SGNH hydrolase-type esterase domain;IPR036514 SGNH hydrolase superfamily
FUN_006421	
FUN_006422	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily
FUN_006423	IPR013784 Carbohydrate-binding-like fold;IPR017946 PLC-like phosphodiesterase, TIM beta/alpha-barrel domain superfamily;IPR030395 Glycerophosphodiester phosphodiesterase domain
FUN_006424	IPR036265 HIT-like superfamily
FUN_006425	
FUN_006426	IPR004843 Calcineurin-like phosphoesterase domain, ApaH type;IPR029052 Metallo-dependent phosphatase-like
FUN_006427	IPR010073 Phosphoribosylformylglycinamidine synthase PurL;IPR010918 PurM-like, C-terminal domain;IPR017926 Glutamine amidotransferase;IPR029062 Class I glutamine amidotransferase-like;IPR036604 Phosphoribosylformylglycinamidine synthase subunit PurS-like superfamily;IPR036676 PurM-like, C-terminal domain superfamily;IPR036921 PurM-like, N-terminal domain superfamily;IPR040707 Phosphoribosylformylglycinamidine synthase, N-terminal;IPR041609 Phosphoribosylformylglycinamidine synthase, linker domain
FUN_006428	
FUN_006429	
FUN_006430	IPR001611 Leucine-rich repeat;IPR002641 Patatin-like phospholipase domain;IPR003591 Leucine-rich repeat, typical subtype;IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold;IPR016035 Acyl transferase/acyl hydrolase/lysophospholipase;IPR025875 Leucine rich repeat 4;IPR032675 Leucine-rich repeat domain superfamily
FUN_006431	IPR001179 FKBP-type peptidyl-prolyl cis-trans isomerase domain
FUN_006432	
FUN_006433	IPR009500 Protein of unknown function DUF1118
FUN_006434	IPR036457 PPM-type phosphatase-like domain superfamily
FUN_006435	IPR008238 Chorismate mutase, AroQ class, eukaryotic type;IPR036263 Chorismate mutase type II superfamily;IPR037039 Chorismate mutase, AroQ class superfamily, eukaryotic
FUN_006436	IPR006073 GTP binding domain;IPR014813 Guanine nucleotide-binding protein-like 3, N-terminal domain;IPR023179 GTP-binding protein, orthogonal bundle domain superfamily;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR030378 Circularly permuted (CP)-type guanine nucleotide-binding (G) domain
FUN_006437	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily
FUN_006438	IPR006895 Zinc finger, Sec23/Sec24-type;IPR006896 Sec23/Sec24, trunk domain;IPR006900 Sec23/Sec24, helical domain;IPR007123 Gelsolin-like domain;IPR012990 Sec23/Sec24 beta-sandwich;IPR029006 ADF-H/Gelsolin-like domain superfamily;IPR036174 Zinc finger, Sec23/Sec24-type superfamily;IPR036175 Sec23/Sec24 helical domain superfamily;IPR036180 Gelsolin-like domain superfamily;IPR036465 von Willebrand factor A-like domain superfamily
FUN_006439	IPR003822 Paired amphipathic helix;IPR013194 Histone deacetylase interacting domain;IPR031693 Sin3, C-terminal;IPR036600 Paired amphipathic helix superfamily
FUN_006440	IPR008168 Cytochrome c, class IC;IPR009056 Cytochrome c-like domain;IPR023655 Cytochrome c6;IPR036909 Cytochrome c-like domain superfamily
FUN_006441	IPR029044 Nucleotide-diphospho-sugar transferases
FUN_006442	IPR029044 Nucleotide-diphospho-sugar transferases
FUN_006443	IPR000571 Zinc finger, CCCH-type;IPR000719 Protein kinase domain;IPR002372 Pyrrolo-quinoline quinone repeat;IPR008271 Serine/threonine-protein kinase, active site;IPR010513 KEN domain;IPR011009 Protein kinase-like domain superfamily;IPR011047 Quinoprotein alcohol dehydrogenase-like superfamily;IPR018391 Pyrrolo-quinoline quinone beta-propeller repeat;IPR018997 PUB domain;IPR036855 Zinc finger, CCCH-type superfamily;IPR038357 KEN domain superfamily
FUN_006444	IPR001841 Zinc finger, RING-type;IPR003034 SAP domain;IPR006642 Rad18, zinc finger UBZ4-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR017907 Zinc finger, RING-type, conserved site;IPR027370 Zinc finger, RING-type, eukaryotic
FUN_006445	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily
FUN_006446	IPR013176 Vacuolar fusion protein Ccz1
FUN_006447	IPR012981 PIH1, N-terminal
FUN_006448	
FUN_006449	IPR000834 Peptidase M14, carboxypeptidase A;IPR040626 Cytosolic carboxypeptidase, N-terminal
FUN_006450	IPR018108 Mitochondrial substrate/solute carrier;IPR023395 Mitochondrial carrier domain superfamily
FUN_006451	IPR011716 Tetratricopeptide TPR-3;IPR011990 Tetratricopeptide-like helical domain superfamily;IPR013026 None;IPR019734 Tetratricopeptide repeat
FUN_006452	
FUN_006453	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily
FUN_006454	IPR001298 Filamin/ABP280 repeat;IPR013783 Immunoglobulin-like fold;IPR014756 Immunoglobulin E-set;IPR017868 Filamin/ABP280 repeat-like
FUN_006455	IPR032805 Wax synthase domain
FUN_006456	IPR006843 Plastid lipid-associated protein/fibrillin conserved domain
FUN_006457	
FUN_006458	IPR008030 NmrA-like domain;IPR036291 NAD(P)-binding domain superfamily
FUN_006459	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR018983 U3 small nucleolar RNA-associated protein 15, C-terminal;IPR020472 G-protein beta WD-40 repeat;IPR036322 WD40-repeat-containing domain superfamily
FUN_006460	IPR021836 Protein of unknown function DUF3429
FUN_006461	IPR003385 Glycoside hydrolase, family 77;IPR017853 Glycoside hydrolase superfamily
FUN_006462	IPR002161 Pyridoxal 5'-phosphate synthase subunit PdxT/SNO;IPR021196 PdxT/SNO family, conserved site;IPR029062 Class I glutamine amidotransferase-like
FUN_006463	IPR012462 Peptidase C78, ubiquitin fold modifier-specific peptidase 1/ 2;IPR038765 Papain-like cysteine peptidase superfamily
FUN_006464	
FUN_006465	
FUN_006466	IPR004827 Basic-leucine zipper domain
FUN_006467	
FUN_006468	IPR000719 Protein kinase domain;IPR001245 Serine-threonine/tyrosine-protein kinase, catalytic domain;IPR001611 Leucine-rich repeat;IPR003591 Leucine-rich repeat, typical subtype;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site;IPR032675 Leucine-rich repeat domain superfamily
FUN_006469	IPR004827 Basic-leucine zipper domain
FUN_006470	IPR006110 RNA polymerase, subunit omega/Rpo6/RPB6;IPR006111 Archaeal Rpo6/eukaryotic RPB6 RNA polymerase subunit;IPR012293 None;IPR020708 DNA-directed RNA polymerase, 14-18kDa subunit, conserved site;IPR028363 DNA-directed RNA polymerase, subunit RPB6;IPR036161 RPB6/omega subunit-like superfamily
FUN_006471	
FUN_006472	IPR003864 CSC1/OSCA1-like, 7TM region;IPR027815 CSC1/OSCA1-like, cytosolic domain;IPR032880 CSC1/OSCA1-like, N-terminal transmembrane domain
FUN_006473	IPR011701 Major facilitator superfamily;IPR020846 Major facilitator superfamily domain;IPR036259 MFS transporter superfamily
FUN_006474	IPR008441 AfumC-like glycosyltransferase;IPR029044 Nucleotide-diphospho-sugar transferases
FUN_006475	IPR029058 Alpha/Beta hydrolase fold
FUN_006476	
FUN_006477	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily
FUN_006478	IPR001752 Kinesin motor domain;IPR019821 Kinesin motor domain, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036961 Kinesin motor domain superfamily
FUN_006479	IPR005123 Oxoglutarate/iron-dependent dioxygenase;IPR006620 Prolyl 4-hydroxylase, alpha subunit
FUN_006480	IPR004838 Aminotransferases, class-I, pyridoxal-phosphate-binding site;IPR004839 Aminotransferase, class I/classII;IPR015421 Pyridoxal phosphate-dependent transferase, major domain;IPR015422 Pyridoxal phosphate-dependent transferase, small domain;IPR015424 Pyridoxal phosphate-dependent transferase
FUN_006481	IPR004843 Calcineurin-like phosphoesterase domain, ApaH type
FUN_006482	
FUN_006483	IPR004843 Calcineurin-like phosphoesterase domain, ApaH type;IPR008963 Purple acid phosphatase-like, N-terminal;IPR015914 Purple acid phosphatase, N-terminal;IPR025733 Iron/zinc purple acid phosphatase-like C-terminal domain;IPR029052 Metallo-dependent phosphatase-like;IPR041792 Purple acid phosphatase, metallophosphatase domain
FUN_006484	IPR001478 PDZ domain;IPR004447 C-terminal-processing peptidase S41A;IPR005151 Tail specific protease;IPR029045 ClpP/crotonase-like domain superfamily;IPR036034 PDZ superfamily;IPR041489 PDZ domain 6
FUN_006485	IPR003958 Transcription factor CBF/NF-Y/archaeal histone domain;IPR009072 Histone-fold
FUN_006486	IPR011044 Quinoprotein amine dehydrogenase, beta chain-like;IPR015943 WD40/YVTN repeat-like-containing domain superfamily
FUN_006487	
FUN_006488	IPR011008 Dimeric alpha-beta barrel
FUN_006489	IPR001179 FKBP-type peptidyl-prolyl cis-trans isomerase domain
FUN_006490	IPR000340 Dual specificity phosphatase, catalytic domain;IPR000387 Tyrosine-specific protein phosphatases domain;IPR020417 None;IPR020422 Dual specificity protein phosphatase domain;IPR029021 Protein-tyrosine phosphatase-like
FUN_006491	IPR000719 Protein kinase domain;IPR001611 Leucine-rich repeat;IPR003591 Leucine-rich repeat, typical subtype;IPR011009 Protein kinase-like domain superfamily;IPR017441 Protein kinase, ATP binding site;IPR032675 Leucine-rich repeat domain superfamily
FUN_006492	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR013525 ABC-2 type transporter;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006493	IPR003425 CCB3/YggT
FUN_006494	IPR004360 Glyoxalase/fosfomycin resistance/dioxygenase domain;IPR004361 Glyoxalase I;IPR029068 Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase;IPR037523 Vicinal oxygen chelate (VOC) domain
FUN_006495	IPR006076 FAD dependent oxidoreductase;IPR036188 FAD/NAD(P)-binding domain superfamily
FUN_006496	IPR003329 Acylneuraminate cytidylyltransferase;IPR029044 Nucleotide-diphospho-sugar transferases
FUN_006497	IPR003329 Acylneuraminate cytidylyltransferase;IPR029044 Nucleotide-diphospho-sugar transferases
FUN_006498	
FUN_006499	IPR004045 Glutathione S-transferase, N-terminal;IPR010987 Glutathione S-transferase, C-terminal-like;IPR036249 Thioredoxin-like superfamily;IPR036282 Glutathione S-transferase, C-terminal domain superfamily;IPR040079 Glutathione transferase family
FUN_006500	IPR007135 Ubiquitin-like-conjugating enzyme Atg3/Atg10
FUN_006501	IPR005225 Small GTP-binding protein domain;IPR006689 Small GTPase superfamily, ARF/SAR type;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006502	
FUN_006503	IPR021467 Protein of unknown function DUF3119
FUN_006504	
FUN_006505	
FUN_006506	IPR013641 Protein KTI12/L-seryl-tRNA(Sec) kinase;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006507	IPR002893 Zinc finger, MYND-type
FUN_006508	
FUN_006509	IPR013261 Mitochondrial import inner membrane translocase subunit Tim21;IPR038552 Tim21 IMS domain superfamily
FUN_006510	IPR015883 Glycoside hydrolase family 20, catalytic domain;IPR017853 Glycoside hydrolase superfamily;IPR029018 Beta-hexosaminidase-like, domain 2;IPR029019 Beta-hexosaminidase, eukaryotic type, N-terminal
FUN_006511	IPR006722 Trafficking protein particle complex subunit 2;IPR007233 Trafficking protein particle complex subunit;IPR011012 Longin-like domain superfamily
FUN_006512	IPR002550 CNNM, transmembrane domain
FUN_006513	
FUN_006514	IPR000897 Signal recognition particle, SRP54 subunit, GTPase domain;IPR003593 AAA+ ATPase domain;IPR007222 Signal recognition particle receptor, alpha subunit, N-terminal;IPR011012 Longin-like domain superfamily;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036225 SRP/SRP receptor, N-terminal;IPR042101 Signal recognition particle SRP54, N-terminal domain superfamily
FUN_006515	IPR007757 MT-A70-like;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
FUN_006516	IPR001650 Helicase, C-terminal;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR014014 RNA helicase, DEAD-box type, Q motif;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006517	IPR002044 Carbohydrate binding module family 20;IPR003385 Glycoside hydrolase, family 77;IPR013783 Immunoglobulin-like fold;IPR013784 Carbohydrate-binding-like fold;IPR017853 Glycoside hydrolase superfamily
FUN_006518	IPR001810 F-box domain;IPR036047 F-box-like domain superfamily;IPR036322 WD40-repeat-containing domain superfamily
FUN_006519	IPR018170 Aldo/keto reductase, conserved site;IPR023210 NADP-dependent oxidoreductase domain;IPR036812 NADP-dependent oxidoreductase domain superfamily
FUN_006520	IPR006721 ATP synthase, F1 complex, epsilon subunit, mitochondrial;IPR036742 ATP synthase, F1 complex, epsilon subunit superfamily, mitochondrial
FUN_006521	IPR009069 Cysteine alpha-hairpin motif superfamily
FUN_006522	IPR000911 Ribosomal protein L11/L12;IPR006519 Ribosomal protein L11, bacterial-type;IPR020783 Ribosomal protein L11, C-terminal;IPR020784 Ribosomal protein L11, N-terminal;IPR020785 Ribosomal protein L11, conserved site;IPR036769 Ribosomal protein L11, C-terminal domain superfamily;IPR036796 Ribosomal protein L11/L12, N-terminal domain superfamily
FUN_006523	IPR012349 FMN-binding split barrel;IPR024747 Pyridoxamine 5'-phosphate oxidase-related
FUN_006524	IPR008547 Protein of unknown function DUF829, TMEM53;IPR029058 Alpha/Beta hydrolase fold
FUN_006525	IPR001529 DNA-directed RNA polymerase, M/15kDa subunit
FUN_006526	IPR004823 TATA box binding protein associated factor (TAF), histone-like fold domain;IPR009072 Histone-fold;IPR011442 TAF6, C-terminal HEAT repeat domain;IPR016024 Armadillo-type fold
FUN_006527	IPR000504 RNA recognition motif domain;IPR001878 Zinc finger, CCHC-type;IPR004087 K Homology domain;IPR004088 K Homology domain, type 1;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR032570 Splicing factor 1, helix-hairpin domain;IPR035979 RNA-binding domain superfamily;IPR036612 K Homology domain, type 1 superfamily;IPR036875 Zinc finger, CCHC-type superfamily
FUN_006528	IPR022764 Peptidase S54, rhomboid domain;IPR035952 Rhomboid-like superfamily
FUN_006529	IPR001841 Zinc finger, RING-type;IPR004274 FCP1 homology domain;IPR004331 SPX domain;IPR016965 Phosphatase PHOSPHO-type;IPR017907 Zinc finger, RING-type, conserved site;IPR023214 HAD superfamily;IPR027370 Zinc finger, RING-type, eukaryotic;IPR036412 HAD-like superfamily
FUN_006530	IPR000504 RNA recognition motif domain;IPR011042 Six-bladed beta-propeller, TolB-like;IPR011400 Eukaryotic translation initiation factor 3 subunit B;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR013979 Translation initiation factor, beta propellor-like domain;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR034363 eIF3B, RNA recognition motif;IPR035979 RNA-binding domain superfamily
FUN_006531	IPR040457 Gamma tubulin complex component, C-terminal;IPR041470 Gamma tubulin complex component protein, N-terminal;IPR042241 Gamma-tubulin complex component, C-terminal domain superfamily
FUN_006532	
FUN_006533	
FUN_006534	IPR010582 Catalase immune-responsive domain;IPR011614 Catalase core domain;IPR018028 Catalase, mono-functional, haem-containing;IPR020835 Catalase superfamily;IPR024711 Catalase, mono-functional, haem-containing, clades 1 and 3;IPR037060 None
FUN_006535	IPR016024 Armadillo-type fold;IPR022542 Focadhesin/RST, DUF3730
FUN_006536	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR019775 WD40 repeat, conserved site;IPR036322 WD40-repeat-containing domain superfamily
FUN_006537	
FUN_006538	
FUN_006539	IPR006379 HAD-superfamily hydrolase, subfamily IIB;IPR006380 Sucrose phosphatase-like domain;IPR012847 Sucrose phosphatase, plant/cyanobacteria;IPR023214 HAD superfamily;IPR036412 HAD-like superfamily
FUN_006540	IPR000872 Tafazzin;IPR002123 Phospholipid/glycerol acyltransferase
FUN_006541	
FUN_006542	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR011527 ABC transporter type 1, transmembrane domain;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR036640 ABC transporter type 1, transmembrane domain superfamily
FUN_006543	IPR000719 Protein kinase domain;IPR011009 Protein kinase-like domain superfamily
FUN_006544	IPR002213 UDP-glucuronosyl/UDP-glucosyltransferase;IPR004276 Glycosyltransferase family 28, N-terminal domain
FUN_006545	IPR000398 Thymidylate synthase;IPR001796 Dihydrofolate reductase domain;IPR012262 Bifunctional dihydrofolate reductase/thymidylate synthase;IPR017925 Dihydrofolate reductase conserved site;IPR020940 Thymidylate synthase, active site;IPR023451 Thymidylate synthase/dCMP hydroxymethylase domain;IPR024072 Dihydrofolate reductase-like domain superfamily;IPR036926 Thymidylate synthase/dCMP hydroxymethylase superfamily
FUN_006546	IPR000504 RNA recognition motif domain;IPR012677 Nucleotide-binding alpha-beta plait domain superfamily;IPR035979 RNA-binding domain superfamily
FUN_006547	IPR000237 GRIP domain
FUN_006548	IPR021855 PAM68-like
FUN_006549	
FUN_006550	
FUN_006551	
FUN_006552	IPR002048 EF-hand domain;IPR008406 Dormancy/auxin associated protein;IPR011992 EF-hand domain pair;IPR018247 EF-Hand 1, calcium-binding site
FUN_006553	
FUN_006554	IPR001680 WD40 repeat;IPR015943 WD40/YVTN repeat-like-containing domain superfamily;IPR017986 None;IPR019775 WD40 repeat, conserved site;IPR020472 G-protein beta WD-40 repeat;IPR028608 Probable cytosolic iron-sulfur protein assembly protein, CIAO1/Cia1;IPR036322 WD40-repeat-containing domain superfamily
FUN_006555	IPR027831 Domain of unknown function DUF4485
FUN_006556	IPR000261 EH domain;IPR002048 EF-hand domain;IPR011992 EF-hand domain pair;IPR022812 Dynamin;IPR027417 P-loop containing nucleoside triphosphate hydrolase;IPR030381 Dynamin-type guanine nucleotide-binding (G) domain;IPR031692 EH domain-containing protein, N-terminal;IPR040990 Domain of unknown function DUF5600
FUN_006557	IPR002016 Haem peroxidase;IPR002207 Class I peroxidase;IPR010255 Haem peroxidase superfamily;IPR019793 Peroxidases heam-ligand binding site
FUN_006558	IPR000182 GNAT domain;IPR016181 Acyl-CoA N-acyltransferase
FUN_006559	
FUN_006560	
FUN_006561	
FUN_006562	IPR021848 Haem-dependent oxidative N-demethylase, alpha subunit-like
FUN_006563	IPR002921 Fungal lipase-like domain;IPR029058 Alpha/Beta hydrolase fold
FUN_006564	IPR006084 XPG/Rad2 endonuclease;IPR006085 XPG, N-terminal;IPR006086 XPG-I domain;IPR008918 Helix-hairpin-helix motif, class 2;IPR019974 XPG conserved site;IPR023426 Flap endonuclease 1;IPR029060 PIN-like domain superfamily;IPR036279 5'-3' exonuclease, C-terminal domain superfamily
FUN_006565	IPR002048 EF-hand domain;IPR011992 EF-hand domain pair;IPR025954 DBC1/CARP1 catalytically inactive NUDIX hydrolase domain
FUN_006566	IPR004088 K Homology domain, type 1;IPR012340 Nucleic acid-binding, OB-fold;IPR036612 K Homology domain, type 1 superfamily;IPR037319 Rrp40, S1 domain
FUN_006567	IPR000719 Protein kinase domain;IPR008271 Serine/threonine-protein kinase, active site;IPR011009 Protein kinase-like domain superfamily;IPR011992 EF-hand domain pair;IPR017441 Protein kinase, ATP binding site
FUN_006568	
FUN_006569	
FUN_006570	
FUN_006571	
FUN_006572	IPR000572 Oxidoreductase, molybdopterin-binding domain;IPR001199 Cytochrome b5-like heme/steroid binding domain;IPR005066 Moybdenum cofactor oxidoreductase, dimerisation;IPR008335 Eukaryotic molybdopterin oxidoreductase;IPR014756 Immunoglobulin E-set;IPR018506 Cytochrome b5, heme-binding site;IPR036374 Oxidoreductase, molybdopterin-binding domain superfamily;IPR036400 Cytochrome b5-like heme/steroid binding domain superfamily
FUN_006573	IPR006639 Presenilin/signal peptide peptidase;IPR007369 Peptidase A22B, signal peptide peptidase
FUN_006574	IPR001650 Helicase, C-terminal;IPR011545 DEAD/DEAH box helicase domain;IPR014001 Helicase superfamily 1/2, ATP-binding domain;IPR014014 RNA helicase, DEAD-box type, Q motif;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006575	
FUN_006576	
FUN_006577	IPR002347 Short-chain dehydrogenase/reductase SDR;IPR020904 Short-chain dehydrogenase/reductase, conserved site;IPR036291 NAD(P)-binding domain superfamily
FUN_006578	IPR019410 Lysine methyltransferase;IPR029063 S-adenosyl-L-methionine-dependent methyltransferase superfamily
FUN_006579	IPR003439 ABC transporter-like, ATP-binding domain;IPR003593 AAA+ ATPase domain;IPR013525 ABC-2 type transporter;IPR017871 ABC transporter-like, conserved site;IPR027417 P-loop containing nucleoside triphosphate hydrolase
FUN_006580	IPR003307 W2 domain;IPR003890 MIF4G-like, type 3;IPR003891 Initiation factor eIF-4 gamma, MA3;IPR016021 None;IPR016024 Armadillo-type fold
FUN_006581	
FUN_006582	IPR019133 MICOS complex subunit MIC60
FUN_006583	IPR003428 Mitochondrial glycoprotein;IPR036561 Mitochondrial glycoprotein superfamily
FUN_006584	
FUN_006585	IPR011011 Zinc finger, FYVE/PHD-type;IPR013083 Zinc finger, RING/FYVE/PHD-type;IPR019542 Enhancer of polycomb-like, N-terminal
FUN_006586	IPR000073 Alpha/beta hydrolase fold-1;IPR029058 Alpha/Beta hydrolase fold
FUN_006587	IPR002172 Low-density lipoprotein (LDL) receptor class A repeat;IPR028146 Glucosidase II beta subunit, N-terminal;IPR036055 LDL receptor-like superfamily
FUN_006588	
FUN_006589	IPR001727 Gdt1 family
FUN_006590	IPR032675 Leucine-rich repeat domain superfamily
FUN_006591	IPR005485 Ribosomal protein L5 eukaryotic/L18 archaeal;IPR025607 Ribosomal protein L5 eukaryotic, C-terminal
FUN_006592	
FUN_006593	IPR001017 Dehydrogenase, E1 component;IPR005475 Transketolase-like, pyrimidine-binding domain;IPR011603 2-oxoglutarate dehydrogenase E1 component;IPR011992 EF-hand domain pair;IPR029061 Thiamin diphosphate-binding fold;IPR031717 Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal;IPR042179 Multifunctional 2-oxoglutarate metabolism enzyme, C-terminal domain superfamily
FUN_006594	IPR001613 Flavin amine oxidase;IPR002937 Amine oxidase;IPR036188 FAD/NAD(P)-binding domain superfamily
FUN_006595	IPR006953 Vesicle tethering protein Uso1/P115-like , head domain;IPR006955 Uso1/p115-like vesicle tethering protein, C-terminal;IPR011989 Armadillo-like helical;IPR016024 Armadillo-type fold
FUN_006596	IPR026258 Signal recognition particle subunit SRP68;IPR034652 Signal recognition particle subunit SRP68, RNA-binding domain;IPR038253 SRP68, N-terminal domain superfamily
FUN_006597	IPR003035 RWP-RK domain
FUN_006598	IPR025423 Domain of unknown function DUF4149
FUN_006599	IPR003609 PAN/Apple domain;IPR008630 Glycosyltransferase 34;IPR029044 Nucleotide-diphospho-sugar transferases
FUN_006600	
FUN_006601	
FUN_006602	IPR002925 Dienelactone hydrolase;IPR029058 Alpha/Beta hydrolase fold
FUN_006603	
FUN_006604	IPR002939 Chaperone DnaJ, C-terminal;IPR008971 HSP40/DnaJ peptide-binding
FUN_006605	IPR000648 Oxysterol-binding protein;IPR037239 Oxysterol-binding protein superfamily
FUN_006606	
FUN_006607	IPR002110 Ankyrin repeat;IPR020683 Domain of unknown function DUF3447;IPR036770 Ankyrin repeat-containing domain superfamily
